"grdc_no","wmo_reg","sub_reg","river","station","country","lat","lon","area","altitude","d_start","d_end","d_yrs","d_miss","m_start","m_end","m_yrs","m_miss","t_start","t_end","t_yrs","lta_discharge","r_volume_yr","r_height_yr","miss"
2903216,2,2031,"TSIPA","KURORT BAUN","RU",55.12,112.7,3240,-999,NA,NA,NA,NA,1960,1990,31,13.00813008,1960,1990,31,"26.592","0.838605312","258.8288",75.41
2903220,2,2031,"AMALAT","RASS","RU",53.3,114.32,8790,715,NA,NA,NA,NA,1963,1990,28,20.42042042,1963,1990,28,"35.097","1.106818992","125.9179741",75.41
2903222,2,2031,"TSIPIKAN","TSIPIKAN","RU",54.92,113.37,5990,1086,NA,NA,NA,NA,1960,1990,31,26.55826558,1960,1990,31,"31.291","0.986792976","164.7400628",76.02
2903230,2,2031,"KONDA","ELKISER","RU",52.75,113.43,5350,907,NA,NA,NA,NA,1963,1990,28,23.72372372,1963,1990,28,"12.128","0.382468608","71.48945944",75.41
2903235,2,2031,"KARENGA","UST-KARENGA","RU",54.42,116.53,9460,-999,NA,NA,NA,NA,1965,1990,26,28.33876221,1965,1990,26,"47.621","1.501775856","158.7500905",76.63
2903236,2,2031,"KARENGA","TUNGOKOCHEN","RU",53.53,115.63,3670,801,NA,NA,NA,NA,1955,1990,36,27.73892774,1955,1990,36,"16.684","0.526146624","143.3642027",76.42
2903240,2,2031,"MUYA","TAKSIMO","RU",56.37,114.85,9900,498,NA,NA,NA,NA,1965,1990,26,0.961538462,1965,1990,26,"113.04","3.56482944","360.0837818",70.73
2903241,2,2031,"MUYAKAN","LAPRO","RU",56.28,114.15,2500,-999,NA,NA,NA,NA,1975,1990,16,0,1975,1990,16,"34.457","1.086635952","434.6543808",70.73
2903300,2,2031,"KIRENGA","SHOROKHOVO","RU",57.63,108.12,46500,254,NA,NA,NA,NA,1927,1990,64,0,1927,1990,64,"650.905","20.52694008","441.4395716",70.73
2903301,2,2031,"KIRENGA","KARAM","RU",55.15,107.62,12900,-999,NA,NA,NA,NA,1966,1990,25,0.677966102,1966,1990,25,"89.535","2.82357576","218.8818419",70.73
2903307,2,2031,"MINYA","MINYA","RU",56.58,107.85,4800,326,NA,NA,NA,NA,1956,1990,35,1.694915254,1956,1990,35,"113.097","3.566626992","743.04729",72.15
2903310,2,2031,"BOL'SHAYA TIRA","TIRA","RU",57.28,107.23,5160,-999,NA,NA,NA,NA,1957,1990,34,2.97029703,1957,1990,34,"24.364","0.768343104","148.9037023",70.73
2903315,2,2031,"TAYURA","TAYURA","RU",57.08,106.55,5720,272,NA,NA,NA,NA,1956,1990,35,0,1956,1990,35,"44.173","1.393039728","243.538414",70.73
2903325,2,2031,"TUTURA","GREHOVA","RU",54.87,105.45,7100,-999,NA,NA,NA,NA,1936,1990,55,0,1936,1990,55,"34.939","1.101836304","155.1882118",70.73
2903330,2,2031,"KUTA","NOVO-ILINKA","RU",56.85,105.07,11200,305,NA,NA,NA,NA,1941,1990,50,3.209459459,1941,1990,50,"61.738","1.946969568","173.8365686",74.19
2903331,2,2031,"KUTA","MAKSIMOVO","RU",57.1219,105.0072,6480,-999,NA,NA,NA,NA,1955,1990,36,0,1955,1990,36,"34.447","1.086320592","167.6420667",70.73
2903340,2,2031,"ILGA","ZNAMENKA","RU",54.72,104.85,7600,436,NA,NA,NA,NA,1965,1990,26,0,1965,1990,26,"28.464","0.897640704","118.1106189",70.73
2903350,2,2031,"ILIKTA","ILIKTA","RU",53.82,106.47,2850,-999,NA,NA,NA,NA,1979,1990,12,0,1979,1990,12,"16.164","0.509747904","178.8589137",72.56
2903357,2,2031,"MANZURKA","ZUEVA","RU",53.53,106,3280,-999,NA,NA,NA,NA,1953,1990,38,0,1953,1990,38,"9.443","0.297794448","90.79099024",70.73
2903401,2,2031,"TIMPTON","UST-BARALAS","RU",56.95,125.45,13300,-999,NA,NA,NA,NA,1955,1994,40,3.541666667,1955,1994,40,"184.859","5.829713424","438.3243176",63.41
2903402,2,2031,"TIMPTON","UST-TIMPTON","RU",58.65,127.05,43700,261,NA,NA,NA,NA,1952,1999,48,2.284710018,1952,1999,48,"534.768","16.86444365","385.9140423",48.78
2903407,2,2031,"CHUL'MAN","CHULMAN","RU",56.83,124.87,3840,640,NA,NA,NA,NA,1949,1994,46,9.636363636,1949,1994,46,"52.641","1.660086576","432.3142125",64.84
2903412,2,2032,"EL'GI","42 KM UP RIVER OFFING","RU",64.4,142,17600,594,NA,NA,NA,NA,1945,1999,55,4.580152672,1945,1999,55,"109.071","3.439663056","195.4354009",49.8
2903418,2,2032,"SUNTAR","SAHARINIYA","RU",63.33,141.37,7680,828,NA,NA,NA,NA,1955,1994,40,31.06382979,1955,1994,40,"38.272","1.206945792","157.1544",69.51
2903420,2,2031,"LENA","KYUSYUR (KUSUR)","RU",70.68,127.39,2430000,-999,1935,2011,77,0.156450007,1934,2000,67,0,1934,2011,78,"17037.355","537.2900273","221.1070071",19.51
2903421,2,2031,"LENA","CHANCHUR","RU",53.82,107,4690,-999,NA,NA,NA,NA,1955,1990,36,0,1955,1990,36,"48.337","1.524355632","325.0225228",70.73
2903422,2,2031,"LENA","KACHUG","RU",53.97,105.88,17400,506,NA,NA,NA,NA,1936,1990,55,0.303030303,1936,1990,55,"90.784","2.862964224","164.5381738",70.73
2903424,2,2031,"LENA","GRUZNOVKA","RU",55.13,105.23,41700,-999,NA,NA,NA,NA,1912,1990,79,10.60445387,1912,1990,79,"190.295","6.00114312","143.912305",70.73
2903425,2,2031,"LENA","UST-KUT","RU",56.77,105.65,71400,-999,NA,NA,NA,NA,1936,1986,51,77.2875817,1936,1986,51,"356.779","11.25138254","157.5823886",97.56
2903426,2,2031,"LENA","ZMEINOVO","RU",57.78,108.32,140000,245,1937,1988,52,0.363291739,1936,1990,55,1.818181818,1936,1990,55,"1136.748","35.84848493","256.0606066",70.73
2903427,2,2031,"LENA","KRESTOVSKOYE","RU",59.73,113.17,440000,166,1936,1999,64,13.00456149,1936,2015,80,11.92468619,1936,2015,80,"4205.05","132.6104568","301.3874018",9.76
2903428,2,2031,"LENA","SOLYANKA","RU",60.48,120.7,770000,119,1940,2002,63,0.425883273,1933,1999,67,3.233830846,1933,2002,70,"6801.468","214.4910948","278.5598634",41.46
2903429,2,2031,"LENA","TABAGA","RU",61.83,129.6,897000,85,1950,1992,43,0,1936,2015,80,2.5,1936,2015,80,"7093.535","223.7017198","249.3887623",9.76
2903430,2,2031,"LENA","STOLB","RU",72.37,126.8,2460000,-999,1951,2002,52,0,1978,1994,17,0,1951,2002,52,"15370.145","484.7128927","197.0377613",41.46
2903455,2,2031,"SOBOPOL","SOBOPOL","RU",67.12,126.2,7090,-999,NA,NA,NA,NA,1976,1992,17,8.457711443,1976,1992,17,"85.438","2.694372768","380.0243678",69.31
2903461,2,2031,"NYUYA","NAKHARA","RU",60.45,114.33,23200,-999,NA,NA,NA,NA,1972,1992,21,32.36514523,1972,1992,21,"99.789","3.146945904","135.64422",68.09
2903470,2,2031,"SINYAYA","PESCHANOYE","RU",61.3,126.92,30400,-999,NA,NA,NA,NA,1944,1986,43,9.496124031,1944,1986,43,"43.689","1.377776304","45.32158895",81.3
2903471,2,2031,"SINYAYA","TONGULAKH","RU",61.92,124.55,11600,-999,NA,NA,NA,NA,1972,1994,23,18.01470588,1972,1994,23,"19.417","0.612334512","52.78745793",65.65
2903475,2,2031,"BUOTAMA","BROLOG","RU",61.05,128.65,12200,111,NA,NA,NA,NA,1936,1994,59,5.225988701,1936,1994,59,"40.055","1.26317448","103.5388918",63.41
2903478,2,2031,"TAMMA","YAATIR","RU",61.7,129.82,4250,-999,NA,NA,NA,NA,1948,1991,44,40.95238095,1948,1991,44,"0.344","0.010848384","2.552560941",81.5
2903479,2,2031,"TUOLBA","ALEKSEIEVKA","RU",60.4392,124.2608,14400,-999,NA,NA,NA,NA,1936,1999,64,10.51248357,1936,1999,64,"63.763","2.010829968","139.64097",56.71
2903480,2,2031,"OLEKMA","KUDU-KYUYEL","RU",59.37,121.32,115000,135,NA,NA,NA,NA,1936,2015,80,0.9375,1936,2015,80,"1057.232","33.34086835","289.9205944",9.76
2903481,2,2031,"OLEKMA","YENYUKA","RU",57.9667,121.7,97600,-999,NA,NA,NA,NA,1976,1988,13,2.027027027,1976,1988,13,"899.228","28.35805421","290.5538341",77.85
2903482,2,2031,"OLEKMA","SREDNAYA OLEKMA","RU",55.42,120.55,37300,495,NA,NA,NA,NA,1957,1999,43,10.27131783,1957,1999,43,"333.466","10.51618378","281.9352219",51.02
2903486,2,2031,"TUNGIR","GULYA","RU",54.67,120.98,8380,-999,NA,NA,NA,NA,1979,1994,16,16.4021164,1979,1994,16,"69.65","2.1964824","262.1100716",67.89
2903488,2,2031,"NYUKZHA","LOPCHA","RU",55.77,122.67,20500,494,NA,NA,NA,NA,1963,1991,29,76.23188406,1963,1991,29,"149.931","4.728224016","230.645074",96.75
2903490,2,2031,"CHARA","TOKKO","RU",60,119.88,62500,144,NA,NA,NA,NA,1934,1994,61,1.639344262,1934,1994,61,"640.78","20.20763808","323.3222093",63.41
2903491,2,2031,"CHARA","CHARA","RU",56.9,118.28,4150,703,NA,NA,NA,NA,1956,1994,39,2.620087336,1956,1994,39,"53.167","1.676674512","404.0179547",63.41
2903493,2,2031,"TYANYA","TYANYA","RU",59.0578,119.7878,3960,-999,NA,NA,NA,NA,1973,1994,22,4.545454545,1973,1994,22,"22.875","0.721386","182.1681818",63.41
2903495,2,2031,"NAMANA","MEIEMKIDE (MYANKINDA)","RU",60.9,120.8,16600,140,NA,NA,NA,NA,1944,1999,56,0.45112782,1944,1999,56,"32.189","1.015112304","61.15134361",48.78
2903497,2,2031,"BIRYUK","BIRYUK","RU",60.3,119.62,9700,45,NA,NA,NA,NA,1950,1994,45,0,1950,1994,45,"23.286","0.734347296","75.7059068",60.98
2903498,2,2031,"BIRYUK","KILIER","RU",60.95,119.3,2660,-999,NA,NA,NA,NA,1954,1992,39,32.16630197,1954,1992,39,"3.863","0.121823568","45.79833383",72.76
2903500,2,2031,"KENGKEME","VTOROY STANOK","RU",62.06,129.03,3550,187,1978,1987,10,1.451259584,1946,1994,49,30.65068493,1946,1994,49,"2.77","0.08735472","24.60696338",64.02
2903600,2,2031,"ALDAN","VERKHOYANSKIY PEREVOZ","RU",63.32,132.02,696000,74,1945,1999,55,5.193309295,1942,2015,74,6.531531532,1942,2015,74,"5293.803","166.9453714","239.8640394",9.76
2903601,2,2031,"ALDAN","OHOTSKY PEREVOZ","RU",61.87,135.5,514000,125,NA,NA,NA,NA,1926,1999,74,0,1926,1999,74,"4256.927","134.2464499","261.1798636",48.78
2903602,2,2031,"ALDAN","UST'-MIL'","RU",59.63,133.03,269000,153,NA,NA,NA,NA,1934,2015,82,0,1934,2015,82,"2847.968","89.81351885","333.8792522",9.76
2903603,2,2031,"ALDAN","UGINO","RU",58.63,128.5,102000,-999,NA,NA,NA,NA,1973,1994,22,4.545454545,1973,1994,22,"1144.678","36.09856541","353.907504",63.41
2903604,2,2031,"ALDAN","TOMMOT","RU",58.97,126.27,49500,273,NA,NA,NA,NA,1936,1999,64,0,1936,1999,64,"528.587","16.66951963","336.7579724",48.78
2903605,2,2031,"ALDAN","SUON-TIIT","RU",58.07,123.72,18500,-999,NA,NA,NA,NA,1951,1999,49,1.020408163,1951,1999,49,"216.819","6.837603984","369.6002154",48.78
2903630,2,2031,"BOL'SHOY PATOM","PATOMA","RU",60.17,116.8,27600,163,NA,NA,NA,NA,1934,1999,66,0,1934,1999,66,"348.557","10.99209355","398.2642591",48.78
2903640,2,2031,"NYUYA","KURUM","RU",60.27,114.73,32600,173,NA,NA,NA,NA,1936,1994,59,3.672316384,1936,1994,59,"112.983","3.563031888","109.2954567",63.41
2903642,2,2031,"NYUYA","KOMAKA","RU",60.27,114.73,11700,-999,NA,NA,NA,NA,1948,1994,47,2.304964539,1948,1994,47,"46.434","1.464342624","125.1574892",63.41
2903645,2,2031,"KHAMRA","KHAMRA","RU",60.23,114.08,2610,-999,NA,NA,NA,NA,1965,1994,30,3.888888889,1965,1994,30,"12.497","0.394105392","150.9982345",63.82
2903647,2,2031,"PELEDUY","SOL'ZAVOD","RU",59.83,112.4,13600,-999,NA,NA,NA,NA,1936,1988,53,0,1936,1988,53,"49.238","1.552769568","114.1742329",76.83
2903650,2,2031,"MAMAKAN","MAMAKAN","RU",57.8,114.03,9460,-999,NA,NA,NA,NA,1981,1990,10,0,1981,1990,10,"164.394","5.184329184","548.0263408",75.61
2903651,2,2031,"MAMAKAN","TEL'MAMA","RU",57.65,113.95,9120,-999,NA,NA,NA,NA,1962,1989,28,0,1962,1989,28,"172.63","5.44405968","596.9363684",73.17
2903652,2,2031,"MAMAKAN","TAJEZJNAYA","RU",57.18,114,3740,-999,NA,NA,NA,NA,1964,1990,27,1.543209877,1964,1990,27,"68.316","2.154413376","576.0463572",70.73
2903654,2,2031,"MAMA","LUGOVSKY","RU",58.07,112.88,18400,-999,NA,NA,NA,NA,1970,1990,21,1.19047619,1970,1990,21,"354.579","11.18200334","607.717573",70.73
2903655,2,2031,"KONKUDERA","KONKU","RU",57.57,112.5,4920,-999,NA,NA,NA,NA,1955,1990,36,1.851851852,1955,1990,36,"109.809","3.462936624","703.8489073",70.73
2903660,2,2031,"TOMPO","TOPOLINYI","RU",64.08,135.97,25500,-999,NA,NA,NA,NA,1975,1988,14,31.09756098,1975,1988,14,"163.88","5.16811968","202.67136",83.13
2903662,2,2031,"CHUYA","CHUYA","RU",57.27,111.75,18400,179,NA,NA,NA,NA,1961,1990,30,40.55555556,1961,1990,30,"172.259","5.432359824","295.236947",76.02
2903665,2,2031,"CHECHUY","PUTSHINO","RU",58.2,109.33,6290,-999,NA,NA,NA,NA,1959,1990,32,71.39107612,1959,1990,32,"114.736","3.618314496","575.2487275",79.47
2903700,2,2031,"VILYUY","KHATYRYK-KHOMA","RU",63.95,124.83,452000,64,1967,1992,26,5.443824366,1936,2015,80,5.520833333,1936,2015,80,"1466.279","46.24057454","102.3021561",16.67
2903701,2,2031,"VILYUY","SUNTAR","RU",62.15,117.65,202000,109,NA,NA,NA,NA,1926,2015,90,2.23255814,1926,2015,90,"812.231","25.61451682","126.8045387",12.2
2903702,2,2031,"VILYUY","SULDUKAR","RU",63.22,113.63,168000,-999,NA,NA,NA,NA,1967,1994,28,18.1547619,1967,1994,28,"707.033","22.29699269","132.7201946",65.85
2903703,2,2031,"VILYUY","CHERNYSHEVSKYI","RU",63.03,112.5,136000,-999,NA,NA,NA,NA,1959,1994,36,7.407407407,1959,1994,36,"639.76","20.17547136","148.3490541",65.85
2903704,2,2031,"VILYUY","UST'-AMBARDAKH","RU",64.08,109.58,57300,252,NA,NA,NA,NA,1965,2015,51,3.459637562,1965,2015,51,"378.018","11.92117565","208.0484406",12.2
2903707,2,2031,"TANGNARY","CHAY","RU",63.82,123.57,5760,99,NA,NA,NA,NA,1964,1994,31,31.52173913,1964,1994,31,"6.717","0.211827312","36.775575",72.76
2903710,2,2031,"TYUNG","UGULYATSY","RU",64.58,120.03,37000,-999,NA,NA,NA,NA,1959,1996,38,24.78070175,1959,1996,38,"153.314","4.834910304","130.6732515",65.24
2903720,2,2031,"MARKHA","MALYKAI","RU",63.5,117.03,89600,105,NA,NA,NA,NA,1938,1994,57,13.82352941,1938,1994,57,"400.633","12.63436229","141.0085077",66.06
2903721,2,2031,"MARKHA","CUMPURUK","RU",64.23,116.91,78700,122,NA,NA,NA,NA,1954,1999,46,6.813996317,1954,1999,46,"401.175","12.6514548","160.7554612",52.85
2903722,2,2031,"MARKHA","SHALAGONTSY","RU",66.25,114.28,16500,-999,NA,NA,NA,NA,1974,1999,26,38.63636364,1974,1999,26,"116.22","3.66511392","222.1281164",69.92
2903725,2,2031,"CHILLI","CHILIE","RU",64.2,118.97,3850,-999,NA,NA,NA,NA,1964,1994,31,34.51086957,1964,1994,31,"7.253","0.228730608","59.41054753",73.17
2903728,2,2031,"MORKOKA","HABARDINO","RU",64.6,112.52,18600,-999,NA,NA,NA,NA,1973,1994,22,27.30769231,1973,1994,22,"131.8","4.1564448","223.4647742",70.53
2903730,2,2031,"YGYATTA","YGYATTA","RU",63.4,116.4,11200,125,NA,NA,NA,NA,1969,1994,26,36.68831169,1969,1994,26,"27.537","0.868406832","77.53632429",72.56
2903732,2,2031,"OCHCHUGUY-BOTUOBUYA","NOVYY","RU",62.42,114.37,6520,-999,NA,NA,NA,NA,1975,1990,16,42.32804233,1975,1990,16,"20.583","0.649105488","99.55605644",79.88
2903735,2,2031,"OLGUYDAKH","MONTERSKI","RU",63.88,113.43,4360,-999,NA,NA,NA,NA,1974,1985,12,30.21582734,1974,1985,12,"20.282","0.639613152","146.7002642",88.82
2903741,2,2031,"CHONA","CHONA","RU",61.9,109.58,21000,-999,NA,NA,NA,NA,1974,1999,26,3.896103896,1974,1999,26,"87.763","2.767693968","131.7949509",51.22
2903745,2,2031,"CHURKUO","LAVINDA","RU",63.32,109.42,4130,-999,NA,NA,NA,NA,1971,1992,22,25.38461538,1971,1992,22,"21.798","0.687421728","166.445939",75.61
2903750,2,2031,"BATYR","YASNYUI","RU",63.37,111.93,3380,-999,NA,NA,NA,NA,1970,1994,25,27.02702703,1970,1994,25,"16.05","0.5061528","149.7493491",71.14
2903760,2,2031,"ULAKHAN-BOTUOBUYA","TAS-YURYA","RU",61.72,113.02,9230,-999,NA,NA,NA,NA,1964,1992,29,25,1964,1992,29,"35.658","1.124510688","121.8321439",72.97
2903810,2,2031,"SUTAM","SUTAM","RU",55.97,127.58,4180,-999,NA,NA,NA,NA,1973,1990,18,44.49760766,1973,1990,18,"57.794","1.822591584","436.0266947",77.85
2903981,2,2032,"INDIGIRKA","VORONTSOVO","RU",69.58,147.35,305000,4,1950,1996,47,3.81800082,1936,1998,63,0.93708166,1936,1998,63,"1587.243","50.05529525","164.1157221",51.83
2903983,2,2032,"INDIGIRKA","YURTY","RU",64.05,141.88,51100,578,1995,2003,9,0.60845756,1956,1999,44,0,1956,2003,48,"262.134","8.266657824","161.7741257",39.02
2903985,2,2032,"INDIGIRKA","INDIGIRSKYI","RU",64.53,143.12,83500,482,NA,NA,NA,NA,1944,2015,72,0.115740741,1944,2015,72,"446.832","14.09129395","168.7580114",9.96
2903987,2,2032,"IRGICHYAN","DEPUTAT","RU",64.4,139.9,3090,-999,NA,NA,NA,NA,1951,1986,36,58.54800937,1951,1986,36,"7.19","0.22674384","73.3798835",88.82
2903993,2,2032,"NERA","ALA-CHUBUK","RU",64.43,144.37,22300,568,NA,NA,NA,NA,1944,1999,56,15.86826347,1944,1999,56,"120.413","3.797344368","170.2845008",49.8
2904200,2,2040,"TYM'","ADO-TYMOVO","RU",51.26,142.71,3420,52,1978,1987,10,0,1965,1987,23,0,1965,1987,23,"55.327","1.744792272","510.1731789",78.05
2906200,2,2061,"SHILKA","SRETENSK","RU",52.25,117.72,175000,435,NA,NA,NA,NA,1896,1985,90,1.486988848,1896,1985,90,"408.888","12.89469197","73.6839541",82.93
2906201,2,2061,"SHILKA","CHASOVAYA","RU",53.42,119.97,2e+05,-999,1950,1995,46,3.636688292,NA,NA,NA,NA,1950,1995,46,"541.166","17.06621098","85.33105488",60.98
2906300,2,2061,"BUREYA","MALINOVKA","RU",49.78,129.92,67400,-999,1950,1987,38,0,NA,NA,NA,NA,1950,1987,38,"879.654","27.74076854","411.584103",78.05
2906500,2,2061,"SELEMDZHA","UST-ULMA","RU",51.95,129.12,67000,169,NA,NA,NA,NA,1965,1984,20,0,1965,1984,20,"658.915","20.77954344","310.1424394",85.37
2906600,2,2061,"BIRA","BIRAKAN","RU",48.93,131.8,2910,213,1978,1987,10,0,1978,1987,10,0,1978,1987,10,"32.969","1.039710384","357.2887918",78.05
2906700,2,2061,"AMUR RIVER","KHABAROVSK","RU",48.43,135.05,1630000,24,1940,1987,48,0.969655487,1896,1985,90,0.92936803,1896,1987,92,"8206.747","258.8079734","158.7778978",78.05
2906800,2,2061,"USSURI RIVER","KIROVSKY","RU",45.02,133.65,24400,79,NA,NA,NA,NA,1965,1984,20,0,1965,1984,20,"222.9","7.0293744","288.0891148",85.37
2906850,2,2061,"PAVLOVKA","UBORKA","RU",44.31,134.26,3350,180,1978,1987,10,0,1978,1987,10,0,1978,1987,10,"26.341","0.830689776","247.9670973",78.05
2906860,2,2061,"MALINOVKA","RAKITNOYE","RU",45.56,134.81,4730,94,1978,1987,10,0,1978,1987,10,0,1978,1987,10,"42.054","1.326214944","280.3837091",78.05
2906900,2,2061,"AMUR RIVER","KOMSOMOLSK","RU",50.63,137.12,1730000,13,1940,2006,67,14.6126185,1932,1990,59,0.994318182,1932,2006,75,"9870.963","311.2906892","179.9368145",53.66
2906901,2,2061,"AMUR RIVER","BOGORODSKOYE","RU",52.53,140.47,1790000,-999,1963,1987,25,0.635198773,NA,NA,NA,NA,1963,1987,25,"10301.592","324.8710053","181.4921817",78.46
2907007,2,2071,"ZHELTURA","ZGELTURA","RU",54.51,109.81,5120,-999,NA,NA,NA,NA,1978,1997,20,7.5,1978,1997,20,"18.937","0.597197232","116.6400844",56.71
2907010,2,2071,"BARGUZIN","BARGUZIN","RU",53.6,109.6,19800,467,NA,NA,NA,NA,1934,1997,64,1.5625,1934,1997,64,"123.104","3.882207744","196.0710982",53.66
2907011,2,2071,"BARGUZIN","MOGOI'TO","RU",54.38,110.42,9350,-999,NA,NA,NA,NA,1948,1997,50,0,1948,1997,50,"72.102","2.273808672","243.1880933",53.66
2907014,2,2071,"INA","INAOPOS","RU",53.73,110.25,3270,517,NA,NA,NA,NA,1958,1997,40,0,1958,1997,40,"30.039","0.947309904","289.6972183",53.66
2907019,2,2071,"TURKA","TURKA","RU",52.92,108.73,5050,460,NA,NA,NA,NA,1938,1997,60,6.111111111,1938,1997,60,"49.724","1.568096064","310.5140721",53.66
2907020,2,2071,"UDA","ULAN-UDE","RU",51.83,107.63,34700,499,NA,NA,NA,NA,1936,1997,62,12.90322581,1936,1997,62,"67.571","2.130919056","61.40977107",53.66
2907021,2,2071,"UDA","HORINSK","RU",52.15,109.75,7850,-999,NA,NA,NA,NA,1942,1997,56,1.339285714,1942,1997,56,"8.252","0.260235072","33.15096459",53.66
2907022,2,2071,"UDA","UST'-AGITA","RU",52.32,110.63,3900,767,NA,NA,NA,NA,1955,1997,43,18.59099804,1955,1997,43,"6.181","0.194924016","49.98051692",58.13
2907025,2,2071,"KHUDAN","HORINSK","RU",52.1,109.73,7800,-999,NA,NA,NA,NA,1946,1987,42,6.813627255,1946,1987,42,"13.177","0.415549872","53.27562462",79.67
2907026,2,2071,"KHUDAN","MIHAI'LOVKA","RU",51.88,110.48,3300,-999,NA,NA,NA,NA,1955,1997,43,8.754863813,1955,1997,43,"8.146","0.256892256","77.84613818",56.3
2907027,2,2071,"ONA","ONINSKAYA","RU",52.23,109.88,3580,-999,NA,NA,NA,NA,1943,1987,45,2.222222222,1943,1987,45,"9.024","0.284580864","79.49186145",78.05
2907028,2,2071,"ONA","NIZ. MAI'LA","RU",52.48,110,2660,-999,NA,NA,NA,NA,1967,1997,31,13.15068493,1967,1997,31,"10.604","0.334407744","125.717197",58.13
2907030,2,2071,"KURBA","NOVAYA KURBA","RU",52.05,108.51,5500,561,NA,NA,NA,NA,1946,1997,52,0.646203554,1946,1997,52,"22.785","0.71854776","130.6450473",53.66
2907031,2,2071,"KURBA","TAGDA","RU",52.38,108.92,3620,-999,NA,NA,NA,NA,1957,1987,31,0,1957,1987,31,"19.016","0.599688576","165.6598276",78.05
2907039,2,2071,"BRYANKA","BRYANKA","RU",51.92,108.18,4400,-999,NA,NA,NA,NA,1954,1982,29,20.3539823,1954,1982,29,"5.611","0.176948496","40.21556727",94.31
2907040,2,2071,"KHILOK","HAI'LASTUY","RU",51.2,106.97,38300,528,NA,NA,NA,NA,1936,1997,62,0.134408602,1936,1997,62,"97.414","3.072047904","80.21012804",53.86
2907041,2,2071,"KHILOK","KUNDALEI","RU",50.62,107.82,29600,-999,NA,NA,NA,NA,1958,1997,40,0,1958,1997,40,"85.24","2.68812864","90.81515676",53.66
2907042,2,2071,"KHILOK","KHILOK","RU",51.35,110.47,15400,-999,NA,NA,NA,NA,1936,1997,62,1.085481682,1936,1997,62,"72.663","2.291500368","148.7987252",53.66
2907043,2,2071,"KHILOK","MALETA","RU",50.83,108.4,25711,663,NA,NA,NA,NA,1936,1997,62,0.13568521,1936,1997,62,"69.861","2.203136496","85.68847948",53.66
2907044,2,2071,"KHILOK","MOGZON","RU",51.72,111.97,3240,897,NA,NA,NA,NA,1936,1997,62,56.96887686,1936,1997,62,"5.041","0.158972976","49.06573333",59.15
2907048,2,2071,"MALETA","MALETA","RU",50.83,108.4,25700,663,NA,NA,NA,NA,1954,1987,34,18.02469136,1954,1987,34,"3.334","0.105141024","4.091090428",81.5
2907060,2,2071,"CHIKOY","POVOROT","RU",50.92,106.63,44700,541,NA,NA,NA,NA,1936,1997,62,4.838709677,1936,1997,62,"265.416","8.370158976","187.2518787",56.1
2907061,2,2071,"CHIKOY","GREMYACHKA","RU",50.3,108.63,15600,741,NA,NA,NA,NA,1942,1997,56,0,1942,1997,56,"106.773","3.367193328","215.8457262",53.66
2907080,2,2071,"DZHIDA","DZIDHA II","RU",50.63,106.12,23300,-999,NA,NA,NA,NA,1939,1997,59,13.55932203,1939,1997,59,"82.29","2.59509744","111.3775725",53.66
2907081,2,2071,"DZHIDA","HAMNEI","RU",50.43,103.93,8480,-999,NA,NA,NA,NA,1936,1996,61,20.90163934,1936,1996,61,"36.311","1.145103696","135.0358132",56.1
2907085,2,2071,"TEMNIK","TEMNIK","RU",51.1,105.98,4240,639,NA,NA,NA,NA,1939,1997,59,14.60992908,1939,1997,59,"29.657","0.935263152","220.5809321",54.27
2907106,2,2071,"VERKHNYAYA ANGARA","VERKHNAYA ZAIMKA","RU",55.85,110.15,20600,455,NA,NA,NA,NA,1939,1997,59,0,1939,1997,59,"261.035","8.23199976","399.6116388",53.66
2907220,2,2071,"KHAMNEY","HAMNEI","RU",50.43,103.77,3600,-999,NA,NA,NA,NA,1971,1997,27,7.165109034,1971,1997,27,"18.097","0.570706992","158.52972",55.49
2907225,2,2071,"VYDRINAYA","VYDRINAYA","RU",51.48,104.92,2600,-999,NA,NA,NA,NA,1979,1999,21,0,1979,1999,21,"12.21","0.38505456","148.0979077",48.78
2907227,2,2071,"SNEZHNAYA","SNEZNAYA","RU",51.43,104.63,3000,-999,NA,NA,NA,NA,1927,1997,71,7.075471698,1927,1997,71,"48.02","1.51435872","504.78624",53.66
2907400,2,2071,"SELENGA","MOSTOVOY","RU",52.03,107.48,440000,486,1936,1997,62,0,1936,2014,79,15.18987342,1936,2014,79,"942.839","29.7333707","67.57584251",12.2
2907401,2,2071,"SELENGA","KABANSK","RU",52.07,107.65,445000,-999,NA,NA,NA,NA,1970,1997,28,0,1970,1997,28,"939.36","29.62365696","66.57001564",53.66
2907402,2,2071,"SELENGA","NOVOSELENGINSK","RU",51.1,106.67,360000,531,NA,NA,NA,NA,1932,1997,66,0.378787879,1932,1997,66,"750.996","23.68340986","65.7872496",53.66
2907403,2,2071,"SELENGA","NAUSHKI","RU",50.4,106.12,282000,589,NA,NA,NA,NA,1936,1997,62,43.27956989,1936,1997,62,"366.349","11.55318206","40.96873072",53.66
2908010,2,2081,"BIRYUSA","PHEDINO","RU",57.37,96.63,51000,-999,NA,NA,NA,NA,1937,1980,44,0,1937,1980,44,"351.7","11.0912112","217.4747294",95.12
2908011,2,2081,"BIRYUSA","SHITKINO","RU",56.37,98.37,31800,212,NA,NA,NA,NA,1944,1990,47,0.177304965,1944,1990,47,"290.542","9.162532512","288.1299532",70.73
