"grdc_no","wmo_reg","sub_reg","river","station","country","lat","lon","area","altitude","d_start","d_end","d_yrs","d_miss","m_start","m_end","m_yrs","m_miss","t_start","t_end","t_yrs","lta_discharge","r_volume_yr","r_height_yr","miss"
1104150,1,1041,"CHELIF, OUED","SIDI BELATAR","DZ",36.02,0.27,43750,2,1978,2001,24,58.35019641,1976,1977,2,0,1976,2001,26,"15.027","0.473891472","10.83180507",77.44
1112100,1,1121,"SENEGAL FLEUVE","KAYES","ML",14.45,-11.28,157400,20,1981,1990,10,70.01642935,1951,1990,40,0,1951,1990,40,"200.748","6.330788928","40.22102241",70.73
1112110,1,1121,"KOLINBINE","KABATE","ML",14.31,-11.13,25000,-999,1981,1990,10,70.8652793,1981,1990,10,70.83333333,1981,1990,10,"5.757","0.181552752","7.26211008",92.89
1112200,1,1121,"FALEME RIVIERE","GOURBASSY","ML",13.23,-11.38,15000,-999,1981,1990,10,71.68674699,1954,1990,37,0,1954,1990,37,"57.429","1.811080944","120.7387296",70.73
1112300,1,1121,"SENEGAL FLEUVE","GALOUGO","ML",13.83,-11.13,127000,69,1981,1990,10,70.01642935,1905,1990,86,35.01945525,1905,1990,86,"189.209","5.966895024","46.98342539",70.73
1112320,1,1121,"BAKOYE","OUALIA","ML",13.36,-9.23,84400,-999,1981,1990,10,70.01642935,1951,1990,40,29.20168067,1951,1990,40,"31.979","1.008489744","11.94893062",92.68
1112330,1,1121,"BAOULE","SIRAMAKANA","ML",13.34,-9.53,58000,-999,1981,1990,10,73.35706462,1972,1990,19,60.96491228,1972,1990,19,"8.805","0.27767448","4.787491034",93.5
1112340,1,1121,"BAKOYE","TOUKOTO","ML",13.45,-9.88,16000,-999,1987,1990,4,50.03422313,1952,1990,39,41.59482759,1952,1990,39,"16.967","0.535071312","33.441957",95.12
1112350,1,1121,"BAFING","DIBIA","ML",13.14,-10.48,33000,-999,1981,1990,10,81.68127054,1951,1990,40,20.37815126,1951,1990,40,"186.401","5.878341936","178.1315738",78.46
1112480,1,1121,"BAFING","DAKA SAYDOU","ML",12.15,-10.2,15500,-999,1981,1990,10,71.71412924,1952,1990,39,27.37068966,1952,1990,39,"142.502","4.493943072","289.9318111",93.09
1112500,1,1121,"BAFING","BAFING MAKANA","ML",12.33,-10.16,21700,-999,1981,1990,10,70.18072289,1981,1990,10,70,1981,1990,10,"166.238","5.242481568","241.5890124",92.68
1134020,1,1341,"SANKARANI","GUELELINKORO","ML",11.15,-8.55,23300,-999,1971,1979,9,2.295918367,1971,1979,9,1.941747573,1971,1979,9,"256.975","8.1039636","347.8095966",97.76
1134030,1,1341,"NIGER, RIVER","BANANKORO","ML",11.6833,-8.6667,71750,329,1967,2001,35,20.68320455,1967,1992,26,48.35526316,1967,2001,35,"808.004","25.48121414","355.1388731",55.69
1134040,1,1341,"SANKARANI","GOUALA","ML",11.97,-8.23,35300,-999,1954,1990,37,54.11519571,1954,1990,37,38.0952381,1954,1990,37,"314.791","9.927248976","281.2251835",76.83
1134050,1,1341,"SANKARANI","SELINGUE","ML",11.58,-8.17,34200,-999,1964,1992,29,36.90111154,1964,2012,49,45.83333333,1964,2012,49,"324.946","10.24749706","299.6344168",69.51
1134100,1,1341,"NIGER, RIVER","KOULIKORO","ML",12.8667,-7.55,120000,290,1907,2006,100,0.831698489,1907,2012,106,16.42969984,1907,2012,106,"1372.034","43.26846422","360.5705352",25.81
1134110,1,1341,"BAOULE","BOUGOUNI","ML",11.4,-7.45,15700,-999,1956,1992,37,30.46776233,1956,2012,57,51.56950673,1956,2012,57,"98.869","3.117932784","198.5944448",84.55
1134200,1,1341,"BAOULE","DIOILA","ML",12.52,-6.8,32500,-999,1953,1992,40,31.50334922,1953,1990,38,8.203991131,1953,1992,40,"164.773","5.196281328","159.8855793",68.29
1134220,1,1341,"BAGOE","PANKOUROU","ML",11.42,-6.57,31800,-999,1956,1992,37,31.63295657,1956,1992,37,3.189066059,1956,1992,37,"190.462","6.006409632","188.880806",68.29
1134250,1,1341,"NIGER, RIVER","KIRANGO AVAL","ML",13.7167,-6.05,137000,274,1925,2001,77,34.24082643,1925,2012,88,34.83253589,1925,2012,88,"1313.736","41.4299785","302.4086022",50.61
1134300,1,1341,"BANI","DOUNA","ML",13.2167,-5.9,101600,270,1922,2001,80,24.84837983,1922,2007,86,35.18518519,1922,2007,86,"435.195","13.72430952","135.0817866",47.15
1134310,1,1341,"BANIFING","KOUORO 2","ML",12.02,-6.68,14300,-999,1975,1990,16,61.86784141,1975,1990,16,61.82795699,1975,1990,16,"15.584","0.491457024","34.36762406",93.5
1134400,1,1341,"NIGER, RIVER","KE-MACINA","ML",13.95,-5.37,141000,-999,1953,1992,40,32.49828884,1953,1992,40,33.125,1953,1992,40,"1348.439","42.5243723","301.5912929",85.37
1134450,1,1341,"BANI","BENENY-KEGNY","ML",13.38,-4.92,116000,-999,1951,1992,42,44.79524439,1951,2012,62,60.32831737,1951,2012,62,"529.481","16.69771282","143.9458001",85.37
1134460,1,1341,"NIGER, RIVER","TILEMBEYA","ML",14.15,-4.98,143300,-999,1922,1992,71,53.38094868,1922,1992,71,53.30969267,1922,1992,71,"876.792","27.65051251","192.9554258",92.68
1134480,1,1341,"BANI","SOFARA","ML",14.02,-4.25,129000,-999,1952,1992,41,26.26869658,1952,1994,43,24.31372549,1952,1994,43,"368.55","11.6225928","90.0976186",81.3
1134500,1,1341,"NIGER, RIVER","NANTAKA (MOPTI)","ML",14.53,-4.22,281600,260,1922,2001,80,28.61087144,1922,2012,91,47.03703704,1922,2012,91,"994.606","31.36589482","111.3845697",46.54
1134700,1,1341,"NIGER, RIVER","DIRE","ML",16.2667,-3.3833,340000,256,1924,2003,80,6.971252567,1924,2012,89,18.56738926,1924,2012,89,"1009.784","31.84454822","93.66043595",38.41
1134730,1,1341,"NIGER, RIVER","KORYOUME","ML",16.6666,-3.0333,342000,256,1963,2001,39,24.15970962,1963,1992,30,62.32294618,1963,2001,39,"680.158","21.44946269","62.71772716",48.98
1134850,1,1341,"NIGER, RIVER","TOSSAYE","ML",16.93,-0.58,348000,-999,1954,1992,39,33.26238116,1954,1992,39,32.61339093,1954,1992,39,"1058.956","33.39523642","95.96332303",87.8
1134900,1,1341,"NIGER, RIVER","ANSONGO","ML",15.6667,0.5,566000,242,1951,2001,51,24.00835073,1951,2012,62,36.53846154,1951,2012,62,"879.883","27.74799029","49.02471782",47.15
1147010,1,1471,"CONGO RIVER","KINSHASA","CD",-4.3,15.3,3475000,-999,1903,2010,108,0.038025705,1903,1983,81,0,1903,2010,108,"39863.659","1257.14035","361.7670073",21.95
1159100,1,1591,"ORANGE RIVER","VIOOLSDRIF (27811003)","ZA",-28.757778,17.721389,866486,152,1935,2020,86,2.645400354,1935,2001,67,1.637279597,1935,2020,86,"243.994","7.694594784","8.880229783",0
1159103,1,1591,"ORANGE RIVER","PELLA MISSION","ZA",-28.96340283,19.15192169,859920,-999,1979,2020,42,6.196109886,NA,NA,NA,NA,1979,2020,42,"115.92","3.65565312","4.251154898",11.38
1159105,1,1591,"ORANGE RIVER","SENDELINGSDRIF","ZA",-28.07583,16.89833,985370,-999,2014,2020,7,0,NA,NA,NA,NA,2014,2020,7,"35.85","1.1305656","1.14735135",86.38
1159130,1,1591,"SAK","HOL PADS LEEGTE (27814016)","ZA",-30.474444,20.519167,40073,919,1973,2020,48,2.362703855,NA,NA,NA,NA,1973,2020,48,"1.88","0.05928768","1.479491927",4.07
1159131,1,1591,"SAK","WINDHOEK (27814013)","ZA",-31.366111,21.322222,13116,1093,1958,1998,41,7.410462638,NA,NA,NA,NA,1958,1998,41,"1.046","0.032986656","2.514993596",53.46
1159290,1,1591,"ORANGE RIVER","KAKAMAS SOUTH NEUSBERG","ZA",-28.77466011,20.72242939,366070,-999,1993,2020,28,1.025950513,NA,NA,NA,NA,1993,2020,28,"151.282","4.770829152","13.03255976",36.79
1159300,1,1591,"ORANGE RIVER","UPINGTON","ZA",-28.457778,21.239167,364560,-999,1942,2020,79,2.593801551,1942,2001,60,0.988700565,1942,2020,79,"205.928","6.494145408","17.81365319",0.2
1159301,1,1591,"ORANGE RIVER","PRIESKA (27815102)","ZA",-29.651667,22.745833,339310,947,1959,2020,62,7.310984308,NA,NA,NA,NA,1959,2020,62,"170.439","5.374964304","15.84086618",10.77
1159302,1,1591,"ORANGE RIVER","MARKSDRIFT (27815208)","ZA",-29.161944,23.695833,99316,997,1962,2020,59,9.44418276,NA,NA,NA,NA,1962,2020,59,"140.127","4.419045072","44.49479512",14.63
1159303,1,1591,"ORANGE RIVER","VLUYTJESKRAAL (27815205)","ZA",-29.814722,24.4375,92346,1095,1922,1989,68,7.445632142,NA,NA,NA,NA,1922,1989,68,"38.433","1.212023088","13.12480333",76.83
1159304,1,1591,"ORANGE RIVER","IRENE","ZA",-29.1828515,23.57510692,296170,-999,1989,2020,32,32.57063616,NA,NA,NA,NA,1989,2020,32,"178.225","5.6205036","18.97728872",54.07
1159330,1,1591,"RIET","KLIPDRIFT","ZA",-29.0425,24.59916667,31233,-999,1989,2020,32,0.105300105,NA,NA,NA,NA,1989,2020,32,"5.905","0.18622008","5.962286044",26.02
1159335,1,1591,"MODDER","TWEERIVIERE","ZA",-29.02861111,24.63833333,17313,-999,1989,2020,32,3.915530136,NA,NA,NA,NA,1989,2020,32,"1.622","0.051151392","2.954507711",30.28
1159400,1,1591,"HARTS","TAUNG (27817303)","ZA",-27.573333,24.745833,11044,1091,1923,2020,98,1.892227745,NA,NA,NA,NA,1923,2020,98,"1.172","0.036960192","3.346630931",8.33
1159403,1,1591,"HARTS","ESPAGSDRIF","ZA",-27.90320789,24.61514311,23900,-999,1951,2020,70,3.50136186,NA,NA,NA,NA,1951,2020,70,"4.514","0.142353504","5.956213556",8.13
1159405,1,1591,"HARTS","LLOYDS","ZA",-28.38651139,24.29707622,30810,-999,1994,2020,27,15.92140202,NA,NA,NA,NA,1994,2020,27,"1.138","0.035887968","1.164815579",53.05
1159413,1,1591,"VETRIVIER","FIZANTKRAAL","ZA",-27.935,26.12444444,16153,-999,1968,2020,53,3.565185146,NA,NA,NA,NA,1968,2020,53,"6.102","0.192432672","11.91312276",6.91
1159450,1,1591,"VAAL RIVER","SCHMIDTSDRIF","ZA",-28.71149156,24.07290156,157830,-999,1995,2020,26,12.9857617,NA,NA,NA,NA,1995,2020,26,"33.181","1.046396016","6.629893024",49.8
1159490,1,1591,"VAAL RIVER","DE HOOP 65","ZA",-28.51622689,24.60069589,121220,-999,1968,2020,53,3.659113611,NA,NA,NA,NA,1968,2020,53,"40.614","1.280803104","10.56593882",6.71
1159500,1,1591,"VAAL RIVER","DE HOOP 65","ZA",-28.498889,24.603056,120982,-999,1909,2001,93,1.713553463,1909,1986,78,30.73593074,1909,2001,93,"1.137","0.035856432","0.296378238",45.93
1159535,1,1591,"VAAL RIVER","KLIPPLAATDRIFT","ZA",-27.38972222,26.46388889,79903,-999,1972,2020,49,0.34980817,NA,NA,NA,NA,1972,2020,49,"61.828","1.949807808","24.40218525",0.61
1159545,1,1591,"VAAL RIVER","PILGRIMS ESTATE","ZA",-27.01011,26.69808,63437,-999,1979,2019,41,2.005574818,NA,NA,NA,NA,1979,2019,41,"52.333","1.650373488","26.01594476",10.37
1159550,1,1591,"VAAL RIVER","DE VAAL","ZA",-26.97056,27.20967,49120,-999,1938,2020,83,3.168576325,NA,NA,NA,NA,1938,2020,83,"54.383","1.715022288","34.91494886",12.4
1159555,1,1591,"VAAL RIVER","WOODLANDS","ZA",-26.73828,27.59197,47222,-999,1996,2020,25,19.33669956,NA,NA,NA,NA,1996,2020,25,"50.472","1.591684992","33.70642904",56.5
1159650,1,1591,"ORANGE RIVER","ALIWAL NOORD (27819103)","ZA",-30.678056,26.716389,37070,1298,1914,2020,107,0.831494123,1915,2001,87,0,1914,2020,107,"139.662","4.404380832","118.8125393",1.63
1159651,1,1591,"ORANGE RIVER","ORANJEDRAAI (27819109)","ZA",-30.336389,27.358333,24745,1394,1960,2020,61,2.641061898,NA,NA,NA,NA,1960,2020,61,"120.987","3.815446032","154.1905852",10.77
1159655,1,1591,"ORANGE RIVER","LESOTHO - MANTILANE","ZA",-30.06186111,28.50975,10735,-999,1987,2019,33,2.246242189,NA,NA,NA,NA,1987,2019,33,"43.904","1.384556544","128.975924",24.39
1159675,1,1591,"CALEDON RIVER","WILGERDRAAI","ZA",-29.61666667,27.06555556,12852,-999,1988,2020,33,6.893887363,NA,NA,NA,NA,1988,2020,33,"29.569","0.932487984","72.55586555",32.93
1159800,1,1591,"VAAL RIVER","ELANDSFONTEIN ENGELBRECHTSDRIFT","ZA",-26.820222,28.063306,38564,-999,1915,1993,79,10.79414032,1915,1993,79,9.904153355,1915,1993,79,"47.538","1.499158368","38.87455575",63.41
1159805,1,1591,"WILGERIVIER","FRANKFORT","ZA",-27.27166667,28.49111111,15673,-999,1913,2020,108,2.338581466,NA,NA,NA,NA,1913,2020,108,"25.631","0.808299216","51.57271843",3.25
1159810,1,1591,"WILGERIVIER","SLABBERTS (27817822)","ZA",-27.298333,28.495556,15522,1498,1961,2008,48,5.33403905,NA,NA,NA,NA,1961,2008,48,"30.023","0.946805328","60.99763742",38.21
1159813,1,1591,"WILGERIVIER","BALLINGTOMP","ZA",-27.30138889,28.58555556,10489,-999,1985,2020,36,2.18557984,NA,NA,NA,NA,1985,2020,36,"24.514","0.773073504","73.70326094",18.7
1159880,1,1591,"VAAL RIVER","NOOITGEDACHT","ZA",-27.00231,28.76528,15500,-999,1985,2020,36,2.755229472,NA,NA,NA,NA,1985,2020,36,"25.819","0.814227984","52.53083768",21.75
1160235,1,1606,"DORINGRIVIER","MELKBOOM","ZA",-31.8625,18.68639,24044,-999,1927,2020,94,1.246692149,NA,NA,NA,NA,1927,2020,94,"11.727","0.369822672","15.38107935",2.24
1160353,1,1605,"GROOTRIVIER","BUFFELSFONTEIN","ZA",-33.74916667,21.44444444,12493,-999,1982,2020,39,0.823546262,NA,NA,NA,NA,1982,2020,39,"1.39","0.04383504","3.50876811",11.99
1160373,1,1605,"GOURITZ","ZEEKOEDRIFT","ZA",-33.98027778,21.65333333,43451,-999,1964,2020,57,27.9320002,NA,NA,NA,NA,1964,2020,57,"2.664","0.084011904","1.933486088",32.32
1160378,1,1605,"GAMKARIVIER","SPEK BOOM BERG","ZA",-33.31,21.634167,17076,-999,1964,2016,53,5.727036073,NA,NA,NA,NA,1964,2016,53,"1.373","0.043298928","2.535659874",17.48
1160391,1,1605,"OLIFANTSRIVIER","WARM WATER","ZA",-33.66,21.77305556,10927,-999,1969,1990,22,20.66073042,NA,NA,NA,NA,1969,1990,22,"0.616","0.019426176","1.777814222",71.95
1160460,1,1600,"GROOTRIVIER","GROOTRIVIERSPOORT (27691206)","ZA",-33.730833,24.617778,29571,133,1964,2020,57,0.871164456,NA,NA,NA,NA,1964,2020,57,"2.238","0.070577568","2.386715634",1.42
1160493,1,1600,"SONDAGSRIVIER","DE DRAAY","ZA",-33.09930556,25.0115,13422,-999,1978,2020,43,0.878836834,NA,NA,NA,NA,1978,2020,43,"0.626","0.019741536","1.470834153",4.07
1160510,1,1603,"GREAT FISH RIVER","BRANDT LEGTE PIGGOT'S BRIDGE","ZA",-33.098056,26.444722,23067,300,1935,2020,86,0.534724907,1935,2001,67,7.682619647,1935,2020,86,"6.302","0.198739872","8.615765899",0
1160528,1,1603,"GREAT FISH RIVER","RIETFONTYN","ZA",-32.08583333,25.57583333,10830,-999,1977,2020,44,0.707070707,NA,NA,NA,NA,1977,2020,44,"15.167","0.478306512","44.16495956",2.64
1160533,1,1603,"GREAT FISH RIVER","SOUT VLEIJ","ZA",-33.02763889,25.89330556,19130,-999,1975,2020,46,2.854052755,NA,NA,NA,NA,1975,2020,46,"6.147","0.193851792","10.13339216",4.67
1160580,1,1603,"GREAT FISH RIVER","MATOLEMA'S LOCATION OUTSPAN","ZA",-33.237778,26.994722,29745,38,1969,2020,52,8.761345435,1969,2001,33,11.8251928,1969,2020,52,"10.169","0.320689584","10.7812938",0.81
1160777,1,1600,"MZIMVUBU","NTONTELA","ZA",-31.3955,29.26508333,19273,-999,2009,2019,11,0.106695119,NA,NA,NA,NA,2009,2019,11,"74.559","2.351292624","121.999306",75.2
1160880,1,1604,"TUGELA RIVER","MANDINI (27661102)","ZA",-29.140278,31.3925,28920,38,1959,2017,59,16.64240432,1959,2001,43,16.83168317,1959,2017,59,"87.213","2.750349168","95.10197676",19.51
1160883,1,1604,"TUGELA RIVER","TUGELA FERRY","ZA",-28.75002778,30.44222222,12862,-999,1927,2020,94,8.531641107,NA,NA,NA,NA,1927,2020,94,"76.842","2.423289312","188.4068817",9.15
1196100,1,1961,"ELEFANTES, RIO DOS","FINALE (27521009)","ZA",-24.331111,30.741389,42714,437,1960,2015,56,27.41943493,NA,NA,NA,NA,1960,2015,56,"24.159","0.761878224","17.83673325",43.5
1196101,1,1961,"ELEFANTES, RIO DOS","ZEEKOEGAT (27526002)","ZA",-24.268056,29.801111,31627,725,1948,1980,33,3.896103896,NA,NA,NA,NA,1948,1980,33,"38.818","1.224164448","38.70630942",97.56
1196102,1,1961,"ELEFANTES, RIO DOS","LOSKOP NOORD (27527001)","ZA",-24.926389,29.389444,16622,832,1938,2011,74,5.453862056,NA,NA,NA,NA,1938,2011,74,"4.928","0.155409408","9.349621466",33.74
1196105,1,1961,"ELEFANTES, RIO DOS","LOSKOP NOORD","ZA",-24.95861111,29.39527778,16447,-999,2007,2020,14,12.39070164,NA,NA,NA,NA,2007,2020,14,"6.14","0.19363104","11.77303095",74.19
1196220,1,1961,"LETABA","ENGELHARDT DAM KRUGER NATIONAL PARK","ZA",-23.83532041,31.63744893,12938,-999,1984,2020,37,12.26021685,NA,NA,NA,NA,1984,2020,37,"11.019","0.347495184","26.85849312",28.05
1196400,1,1961,"LIMPOPO RIVER","BOTSWANA OXENHAM RANCH","ZA",-22.950762,27.973589,98160,770,1959,2002,44,26.0847207,1959,2001,43,52.18253968,1959,2002,44,"21.356","0.673482816","6.861071883",69.11
1196405,1,1961,"LIMPOPO RIVER","BOTSWANA","ZA",-22.93476395,28.00392156,98240,-999,1971,2019,49,9.575484959,NA,NA,NA,NA,1971,2019,49,"13.64","0.43015104","4.37857329",8.54
1196440,1,1961,"CROCODILE","VAALKOP","ZA",-25.20631,27.55794,12674,-999,1983,2020,38,9.981837995,NA,NA,NA,NA,1983,2020,38,"8.059","0.254148624","20.05275556",21.34
1196450,1,1961,"CROCODILE","HAAKDORINGDRIFT","ZA",-24.69508,27.409,22270,-999,1987,2020,34,5.555555556,NA,NA,NA,NA,1987,2020,34,"9.557","0.301389552","13.53343296",29.67
1196455,1,1961,"CROCODILE","MAKOPPA","ZA",-24.39619,27.08983,28780,-999,2002,2020,19,12.41221374,NA,NA,NA,NA,2002,2020,19,"13.408","0.422834688","14.69196275",65.65
1196550,1,1961,"LIMPOPO RIVER","BEITBRUG U/S","ZA",-22.224444,29.986944,201000,423,1955,1992,38,25.73121066,1955,1987,33,35.90425532,1955,1992,38,"61.395","1.93615272","9.632600597",89.84
1196551,1,1961,"LIMPOPO RIVER","BEITBRUG D/S","ZA",-22.226111,29.990278,201001,428,1992,2019,28,3.599358332,1992,2001,10,45.28301887,1992,2019,28,"40.912","1.290200832","6.418877677",35.77
1196569,1,1961,"MAGALAKWENA","LENIESRUS","ZA",-22.55021523,28.89740445,15845,-999,1995,2019,25,6.669611307,NA,NA,NA,NA,1995,2019,25,"3.175","0.1001268","6.319141685",45.73
1196800,1,1961,"ELEFANTES, RIO DOS","OXFORD","ZA",-24.18473,30.82299,46583,-999,1966,2019,54,24.78521892,NA,NA,NA,NA,1966,2019,54,"31.421","0.990892656","21.27155091",37.6
1196850,1,1961,"ELEFANTES, RIO DOS","MAMBA KRUGER NATIONAL PARK","ZA",-24.06628,31.24288,49826,-999,1987,2020,34,9.991496599,NA,NA,NA,NA,1987,2020,34,"30.488","0.961469568","19.29654333",32.93
1197090,1,1971,"INCOMATI, RIO","KOMATIPOORT","ZA",-25.43661111,31.98244444,21652,-999,1982,2019,38,5.541580349,NA,NA,NA,NA,1982,2019,38,"28.012","0.883386432","40.79929946",16.67
1197500,1,1971,"KROKODILRIVIER","TENBOSCH (27613216)","ZA",-25.363611,31.955556,10379,140,1960,2019,60,8.607922991,NA,NA,NA,NA,1960,2019,60,"18.793","0.592656048","57.10145949",10.16
1201500,1,1011,"MAJARDAH, WADI","SLOUGHIA","TN",36.58,9.52,20895,67,NA,NA,NA,NA,1976,1979,4,0,1976,1979,4,"18.179","0.573292944","27.43684824",97.56
1234080,1,1341,"GOROUOL","ALCONGUI","NE",14.75,0.6,44900,227,1961,1988,28,20.66720096,1957,1989,33,6.666666667,1957,1989,33,"9.854","0.310755744","6.921063341",76.02
1234130,1,1341,"SIRBA","GARBE-KOUROU","NE",13.7333,1.6167,38750,287,1956,2002,47,23.67084914,1956,2010,55,54.58715596,1956,2010,55,"22.485","0.70908696","18.29901832",58.54
1234150,1,1341,"NIGER, RIVER","NIAMEY","NE",13.52,2.09,7e+05,174.85,1929,2020,92,9.864088133,1929,2012,84,34.83033932,1929,2020,92,"898.897","28.34761579","40.49659399",0
1234180,1,1341,"GOROUBI","DIONGORE AMONT","NE",12.96,2.32,15350,-999,1962,1988,27,22.86900074,1962,1988,27,22.97734628,1962,1988,27,"5.708","0.180007488","11.72687218",89.63
1234250,1,1341,"NIGER, RIVER","GAYA","NE",11.88,3.4,1e+06,-999,NA,NA,NA,NA,1952,1990,39,19.60784314,1952,1990,39,"1100.748","34.71318893","34.71318893",86.79
1237500,1,1371,"KOMADOUGOU YOBE","BAGARA DIFFA","NE",13.28,12.6,115000,298,1976,1980,5,0.067024129,1967,1990,24,0,1967,1990,24,"15.28","0.48187008","4.190174609",70.73
1255100,1,1551,"KUNENE RIVER","RUACANA (64740001)",NA,-17.4,14.2,89600,800,1961,2021,61,0,NA,NA,NA,NA,1961,2021,61,"178.828","5.639519808","62.94106929",0
1257100,1,1571,"OKAVANGO RIVER","RUNDU (64932101)",NA,-17.9,19.75,97300,1060,1945,2021,77,8.537469198,NA,NA,NA,NA,1945,2021,77,"178.444","5.627409984","57.83566273",16.26
1257101,1,1571,"OKAVANGO RIVER","MUKWE (64932102)",NA,-18.03333333,21.41666667,206000,1100,1949,2020,72,0,NA,NA,NA,NA,1949,2020,72,"312.767","9.863420112","47.88068016",0
1258100,1,1580,"HOANIB","SESFONTEIN",NA,-19.17388889,13.57108333,11000,520,1976,2018,43,7.363934426,NA,NA,NA,NA,1976,2018,43,"0.32","0.01009152","0.917410909",12.6
1258200,1,1580,"UGAB","VINGERKLIP (64734002)",NA,-20.4,15.46666667,14200,910,1967,2018,52,2.55558532,NA,NA,NA,NA,1967,2018,52,"0.391","0.012330576","0.868350423",5.89
1258201,1,1580,"UGAB","UGAB SLAB (64734003)",NA,-21.06666667,13.8,28900,100,1977,2018,42,7.010923535,NA,NA,NA,NA,1977,2018,42,"0.143","0.004509648","0.156043183",11.38
1258500,1,1580,"KUISEB","GOBABEB",NA,-23.5,14.96666667,11700,360,1977,2020,44,1.137162205,NA,NA,NA,NA,1977,2020,44,"0.435","0.01371816","1.172492308",2.24
1258503,1,1580,"KUISEB","ROOIBANK (64731011)",NA,-23.16666667,14.65,14700,120,1976,2018,43,6.892351093,NA,NA,NA,NA,1976,2018,43,"0.291","0.009176976","0.624284082",12.2
1259100,1,1591,"FISH","AI-AIS (64812014)",NA,-27.91666667,17.5,63300,243.6,1975,2019,45,1.908682635,NA,NA,NA,NA,1975,2019,45,"7.36","0.23210496","3.666745024",1.63
1259101,1,1591,"FISH","SEEHEIM (64812008)",NA,-26.8,17.78333333,46400,700,1961,2019,59,3.642800578,NA,NA,NA,NA,1961,2019,59,"9.653","0.304417008","6.560711379",4.67
1259102,1,1591,"FISH","TSES (64812009)",NA,-25.9,17.96666667,37600,930,1975,2019,45,0.024595708,NA,NA,NA,NA,1975,2019,45,"7.24","0.22832064","6.072357447",0.61
1259150,1,1591,"ORANGE RIVER","SEAKA BRIDGE (66819303)","LS",-30.363333,27.575,19756,1400,1975,1989,15,18.72777558,1972,1984,13,0,1972,1989,18,"111.387","3.512700432","177.8042332",73.98
1259151,1,1591,"ORANGE RIVER","WHITEHALL (66819304)","LS",-30.063333,28.508333,10774,-999,1980,1990,11,0,NA,NA,NA,NA,1980,1990,11,"70.787","2.232338832","207.1968472",75.61
1259350,1,1591,"AUOB","GOCHAS",NA,-25.01666667,18.88333333,19600,1070,1973,2020,48,5.249748178,NA,NA,NA,NA,1973,2020,48,"0.158","0.004982688","0.254218776",6.3
1269600,1,1691,"GURUMETI","MUSOMA ROAD (55116003)","TZ",-2.061111,33.944444,13233,-999,NA,NA,NA,NA,1970,1979,10,7.5,1970,1979,10,"11.377","0.358785072","27.11290501",97.56
1271500,1,1711,"MARA","MARA MINES","TZ",-1.65,34.56,15000,-999,NA,NA,NA,NA,1970,1979,10,12.5,1970,1979,10,"26.657","0.840655152","56.0436768",98.98
1286660,1,1861,"GREAT RUAHA RIVER","MTERA","TZ",-7.92,36.98,67950,680,1954,1979,26,4.247440645,1955,1979,25,3,1954,1979,26,"123.665","3.89989944","57.39366358",97.56
1286700,1,1861,"KILOMBERO","SWERO","TZ",-8.2,37,33400,245,1957,1981,25,16.72160964,1957,1981,25,13.14878893,1957,1981,25,"471.909","14.88212222","445.5725217",95.53
1287800,1,1871,"BUBU","BAHI","TZ",-5.97,35.3,11400,860,NA,NA,NA,NA,1960,1984,25,1.006711409,1960,1984,25,"5.247","0.165469392","14.51485895",86.38
1289450,1,1896,"RUVU RIVER","MOROGORO ROAD BRIDGE (55223108)","TZ",-6.688889,38.698611,15916,15,1958,1989,32,6.830947635,1959,1978,20,1.304347826,1958,1989,32,"58.06","1.83098016","115.0402212",83.33
1291100,1,1911,"ZAMBEZI RIVER","KATIMA MULILO (64370001)",NA,-17.46666667,24.3,334000,940,1942,2021,80,12.79305052,NA,NA,NA,NA,1942,2021,80,"1214.422","38.29801219","114.6647072",0.2
1291200,1,1911,"KWANDO","KONGOLA",NA,-17.68333333,23.26666667,170000,980,1969,2020,52,15.57059961,NA,NA,NA,NA,1969,2020,52,"33.881","1.068471216","6.2851248",13.41
1308600,1,1081,"MOULOUYA, OUED","DAR EL CAID","MA",34.24,-3.32,24422,325,NA,NA,NA,NA,1957,1988,32,1.305483029,1957,1988,32,"20.19","0.63671184","26.07124068",75.61
1309700,1,1091,"SBOU, OUED","AZIB SOLTANE","MA",34.28,-5.43,17250,70,NA,NA,NA,NA,1959,1989,31,0,1959,1989,31,"56.658","1.786766688","103.5806776",75.41
1322840,1,1221,"SAINT PAUL RIVER","PIATTA","LR",7.202586,-9.818731,13734,207,2013,2021,9,2.224469161,NA,NA,NA,NA,2013,2021,9,"366.898","11.57049533","842.4708991",84.35
1322880,1,1221,"SAINT PAUL RIVER","HAINDI","LR",6.90211,-10.36175,18276,130,2012,2021,10,0,NA,NA,NA,NA,2012,2021,10,"489.19","15.42709584","844.1177413",81.3
1323550,1,1231,"SAINT JOHN RIVER","FRANK DIGGS","LR",6.466,-9.526,10862,170,2013,2021,9,0.13418316,NA,NA,NA,NA,2013,2021,9,"260.777","8.223863472","757.1223966",83.74
1323580,1,1231,"SAINT JOHN RIVER","MT. FINLAY","LR",6.084,-9.87,15723,65,2013,2021,9,2.580645161,NA,NA,NA,NA,2013,2021,9,"391.496","12.34621786","785.2329616",84.76
1324580,1,1241,"CESTOS RIVER","ITI","LR",5.617,-9.319,11585,170,2014,2021,8,7.338740827,NA,NA,NA,NA,2014,2021,8,"291.782","9.201637152","794.2716575",88.62
